Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1252968668,GSV1510,NY,PAS,07/20/2018,20,SUBN,MAZDA,P,30210,56720,0,20180807,50,50,968,239095,0968,0000,0415P,0415P,BX,,,EDSALL AVE,PALISADE AVE,0,408,J6,,BBBBBBB,ALL,ALL,GREY,0,2018,-,0,,,,,
1252998077,M38HEN,NJ,PAS,07/13/2018,17,SUBN,HONDA,X,12690,41700,61090,0,108,108,968,261702,0968,0000,1000A,,Q,O,3939,60TH ST,,0,408,C4,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1252998090,HAA9865,NY,PAS,07/13/2018,17,SUBN,CHEVR,X,12690,41700,61090,20190704,108,108,968,261702,0968,0000,1015A,,Q,O,3939,60TH ST,,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
1253001145,HCD2934,NY,PAS,06/23/2018,14,SDN,NISSA,X,64790,28265,54102,20190918,103,103,968,241329,0968,0000,1259P,,Q,F,93-02,SUTPHIN BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0,2017,-,0,,,,,
1253017293,JBJ6180,NY,PAS,07/07/2018,20,SDN,TOYOT,X,27790,17810,17830,20180804,25,25,968,125439,0968,0000,0900A,,,O,,E 126 PARK AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1253055439,HRH8223,NY,PAS,06/18/2018,14,SDN,VOLKS,X,47130,13230,80030,20190504,78,78,968,86684,0968,0000,0804P,,K,F,2,HANSON PLACE,,0,408,C4,,BBBBBBB,ALL,ALL,SILVE,0,2016,-,0,,,,,
1253055440,HFK7999,NY,PAS,06/18/2018,14,SUBN,FORD,X,47130,13230,80030,20200412,78,78,968,86684,0968,0000,0805P,,K,O,2,HANSON PLACE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2016,-,0,,,,,
1254411975,GJE5905,99,PAS,06/18/2018,70,SDN,ME/BE,P,51700,53898,0,20170813,121,121,172,44718,0172,0000,1149P,,R,,,TRANTOR PL,WALKER ST,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1254457574,HYJ6972,NY,PAS,07/15/2018,20,,MASE,P,34590,10810,10910,20180711,14,14,0,47929,00BT,0000,1025P,,NY,F,327,W 41ST STREET,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1256446725,GFW4703,NY,PAS,06/05/2018,20,SUBN,HONDA,X,9540,16740,35780,20190702,110,110,976,100192,0976,0000,0718A,,Q,O,81-09,41 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GREY,0,2006,-,0,,,,,
1258134676,GTH7887,NY,PAS,06/20/2018,71,SDN,HONDA,X,0,0,0,20181005,25,25,993,93930,0993,0000,0218P,,NY,,,W/O BLDG 103 RD,RIVERS EDGE WARDS,0,408,C4,,BBBBBBB,ALL,ALL,RD,0,2009,-,0,,,,,
1263356989,HVK3291,NY,PAS,06/26/2018,17,SDN,NISSA,C,75530,29830,20110,20190927,84,84,0,0,0KCV,0000,0818A,,K,F,82,SCHERMERHORN ST,,0,408,K2,,YYYYYBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1263357015,KFZ83881,TX,PAS,07/02/2018,17,SUBN,FORD,C,75530,77730,51030,0,84,84,0,0,0KCV,0000,0808A,,K,O,140,SCHERMERHORN,,0,408,C,,YYYYYBB,ALL,ALL,WHT,0,0,-,0,,,,,
1263357052,HPG9768,NY,PAS,06/29/2018,17,SDN,MERCU,C,75530,29830,20110,20190326,84,84,0,0,0000,0000,0812A,,K,F,67,SCHERMERHORN ST,,0,408,C4,,BBBBBBB,ALL,ALL,GRAY,0,2002,-,0,,,,,
1263357064,HNG5539,NY,PAS,07/12/2018,17,SUBN,NISSA,C,75530,77730,51030,20190221,84,84,0,0,0KCV,0000,0747A,,K,F,189,SCHERMERHORN ST,,0,408,D,,YYYYYBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1263357076,GPB6561,NY,PAS,07/12/2018,17,SDN,INFIN,C,75530,77730,51030,20200416,84,84,0,0,0KCV,0000,0756A,,K,F,160,SCHERMERHORN ST,,0,408,C4,,YYYYBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1263357088,HFS4980,NY,PAS,07/13/2018,17,SUBN,MAZDA,C,75530,77730,51030,20200608,84,84,0,0,0KCV,0000,0742A,,K,F,189,SCHERMERHORN ST,,0,408,C4,,BBBBBBB,ALL,ALL,GRAY,0,2016,-,0,,,,,
1263357090,HPU8534,NY,PAS,07/13/2018,17,SDN,NISSA,C,75530,77730,51030,20190715,84,84,0,0,0KCV,0000,0755A,,K,F,155,SCHERMERHORN ST,,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,,,,,
1263357337,GCE3421,NY,PAS,06/18/2018,17,SUBN,FORD,C,75530,29830,20110,20181005,84,84,0,0,0KCV,0000,0803A,,K,O,68-80,SCHERMERHORN ST,,0,408,A1,,YYYYYBB,0700A,0700P,GREY,0,2017,-,0,,,,,
1263360440,HLE7955,NY,PAS,06/26/2018,19,SUBN,BMW,C,11800,53630,93250,20181104,84,84,0,0,0KSC,0000,0231P,,K,F,360,ADAMS,,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0,2006,-,0,,,,,
1263360506,GRN1157,NY,PAS,05/31/2018,19,SUBN,SVB,C,11800,53630,93250,20180713,84,84,0,0,0KCS,0000,,,NY,F,360,ADAMS,,0,408,C4,,YYYYYBB,ALL,ALL,SILVE,0,2015,-,0,,,,,
1268219186,L70HXF,NJ,PAS,06/21/2018,14,SUBN,HONDA,P,44890,20340,10510,0,1,1,861,931876,0861,0000,0934A,,NY,F,260,WEST BROADWAY,,0,408,I3,,BBBBBBB,ALL,ALL,WHITE,0,2016,-,0,,,,,
1282003379,HSJ3289,NY,PAS,07/02/2018,20,P-U,DODGE,P,0,0,0,20190618,1,1,0,49349,00HT,0000,0610P,,,,,W/O WASHINGTON ST,CANAL AND SPRING,0,408,C4,,BBBBBBB,ALL,ALL,SILVE,0,2017,-,0,,,,,
1292717920,HWX4114,NY,OMS,06/24/2018,20,SUBN,ME/BE,X,0,0,0,20190930,,0,0,0,0000,0000,1247P,,,F,436,W 18 ST,,0,408,C4,,BBBBBBB,ALL,ALL,BLACK,0,2018,-,0,,,,,
1321134307,HHF4103,NY,PAS,06/15/2018,40,SDN,HONDA,P,35990,10410,24690,20180930,28,28,280,433701,0280,0000,0820A,,,O,2,W 111 ST,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2017,-,2,,,,,
1322537793,GFC5457,NY,PAS,06/27/2018,46,SUBN,CHEVR,E,53830,29830,42730,20190129,84,84,837,669097,0837,0000,0335P,,K,F,210,JORALEMON ST,,0,408,K6,,BBBBBBB,ALL,ALL,BG,0,2015,-,0,,,,,
1322538591,HLT3480,NY,PAS,07/06/2018,17,SUBN,NISSA,E,53830,29830,42730,20190116,84,84,837,624076,0837,0000,1208P,,K,F,210,JORALEMON ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2004,-,0,,,,,
1322539406,HXY3957,NY,PAS,06/29/2018,46,SDN,NISSA,E,53830,29830,42730,20200203,84,84,837,669097,0837,0000,0332P,,K,F,210,JORALEMON ST,,0,408,C4,,BBBBBBB,ALL,ALL,WH,0,2017,-,0,,,,,
1322539420,HTB5241,NY,PAS,06/13/2018,46,SDN,CHEVR,E,53830,29830,42730,20190821,84,84,837,669097,0837,0000,0126P,,K,F,210,JORALEMON ST,,0,408,C4,,BBBBBBB,ALL,ALL,BLK,0,2014,-,0,,,,,
1322539431,GWB6937,NY,OMS,06/12/2018,46,SUBN,BMW,E,53830,29830,42730,20180930,84,84,837,669097,0837,0000,0338P,,K,F,210,JORALEMON ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1334884870,GHJ8977,NY,PAS,05/05/2018,20,SDN,ME/BE,X,9540,16740,35780,20190808,110,110,976,101288,0976,0000,0715A,,Q,F,81-09,41ST AVENUE,,0,408,D,,BBBBBBB,ALL,ALL,SIL,0,2004,-,0,,,,,
1334899186,M60CPP,NJ,PAS,07/03/2018,20,SDN,FORD,X,24240,16840,47390,20181101,107,107,976,100235,0976,0000,1101A,1030A,Q,O,82-70,164TH STREET,,20180703,408,D1,,BBBBBBB,ALL,ALL,GREY,0,2003,-,0,,,,,
1335629300,HRL9440,NY,PAS,06/17/2018,14,SDN,MINI,F,25530,73470,23230,20180930,73,73,252,921046,5252,0000,1000A,0900A,K,F,510,CHAUNCEY ST,,20180617,408,D,,BBBBBBB,ALL,ALL,BLUE,0,2016,-,0,,,,,
1340054486,HYZ87073,NY,PAS,06/16/2018,61,SDN,FORD,P,27070,21290,45890,20180930,105,105,105,937056,0105,0000,0707P,,NY,F,120-02,226 ST,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,2018,-,0,,,,,
1340943440,HSL8854,NY,PAS,07/02/2018,21,SDN,BMW,P,0,0,0,20190928,14,14,0,45391,PABT,0000,1140A,,NY,,,41 ST,8TH AVE AND 9TH AVE,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1340943517,HXL4942,NY,PAS,07/08/2018,14,SUV,HONDA,P,34570,10810,10910,20200218,14,14,0,45391,PABT,0000,0415P,,,O,350,W 40 ST,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2014,-,0,,,,,
1340943580,HYA1904,NY,999,07/04/2018,14,SDN,LEXUS,P,10810,34570,34590,20200225,14,14,0,49401,PABT,0000,0113A,0705A,,F,625,8TH AVE,,20180704,408,C,,BBBBBBB,ALL,ALL,SILVE,0,2001,-,0,,,,,
1340949052,HRD8428,NY,PAS,07/05/2018,45,SDN,NISSA,P,50906,48500,52267,20190531,121,121,172,44965,0172,0000,0633P,1820A,,F,2,TELEPORT DRIVE,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1341623440,GMU1799,NY,PAS,06/19/2018,20,SDN,HYUND,P,36530,10410,24690,20200409,32,32,32,952451,0032,0000,0250A,0250A,,F,55,W 138 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLACK,0,2009,-,0,,,,,
1345502047,HGX5834,NY,PAS,06/13/2018,37,SDN,HONDA,P,71030,40930,87330,20190310,78,78,875,952395,0875,0000,0510P,0505P,K,O,10,PLAZA ST,,0,408,D1,,YYYYYYB,ALL,ALL,GOLD,0,2011,331-146,0,,,,,
1345502060,HBS6543,NY,PAS,06/13/2018,38,SDN,HONDA,P,71030,40930,87330,20190821,78,78,875,952395,0875,0000,0356P,0350P,NY,F,,F/O 10 PLAZA ST,,0,408,I3,,YYYYYYB,ALL,ALL,GRAY,0,2015,331-146,0,,,,,
1345508700,HME7719,NY,PAS,06/14/2018,46,SDN,ME/BE,P,31530,31130,24730,20181211,88,88,868,924555,0868,0000,0445P,,NY,F,180,DEKALB AVE,,0,408,I4,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
1347865007,HFP6632,NY,PAS,07/11/2018,98,SUBN,JEEP,P,68490,64690,41690,20200410,104,104,104,934796,0104,0000,0915A,,Q,F,1089,WYCKOFF AVE,,0,408,D1,,BBBBBBB,ALL,ALL,GRAY,0,2001,-,0,,,,,
1350788120,HES1605,NY,PAS,06/24/2018,98,SUBN,HONDA,P,63820,63120,24620,20200131,50,50,7,618674,0007,0000,0128A,,BX,O,3965,SEDGWICK AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2003,-,0,,,,,
1363038400,HKB6948,NY,PAS,06/26/2018,21,SDN,NISSA,X,13430,17730,17780,20180922,60,60,985,100359,0985,0000,1218P,1145A,K,F,4401,ATLANTIC AVE,,0,408,D1,,BYBBBBB,ALL,ALL,SILVR,0,2010,-,0,,,,,
1363038412,GDP3146,NY,PAS,06/26/2018,21,SDN,MAZDA,X,13430,17580,17630,20181223,60,60,985,100359,0985,0000,1225P,1140A,K,O,4050,ATLANTIC AVE,,0,408,D1,,BYBBBBB,ALL,ALL,GRAY,0,2010,-,0,,,,,
1363045350,HDZ4437,NY,PAS,06/04/2018,46,SUBN,LEXUS,X,64230,92130,75930,20200118,60,60,985,100397,0985,0000,0734P,,K,F,3748,NEPTUNE AVE,,0,408,D1,,BBBBBBB,ALL,ALL,SILVE,0,2016,-,0,,,,,
1364634077,GTA7191,NY,PAS,06/26/2018,14,SDN,LINCO,K,0,40404,40404,20181130,115,115,302,46960,0302,0000,1106P,,Q,F,,CENTRAL TERM DR 11 B,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
1364634818,GSR9190,NY,PAS,07/21/2018,20,,HONDA,K,0,40404,40404,20181006,115,115,302,47768,0302,0000,0940A,,Q,F,,TERMINAL D ARRIVALS,,0,408,99,,BBBBBBB,ALL,ALL,GY,0,2009,-,0,,,,,
1370450229,HVW3690,NY,PAS,06/30/2018,46,SDN,BMW,P,26760,64620,36620,20191226,44,44,44,953055,0044,0000,0434P,,BX,F,220,E 170 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2018,-,0,,,,,
1371936468,HUS1849,NY,PAS,06/16/2018,24,SDN,NISSA,X,205,35780,35780,20190906,100,100,835,317,0835,0000,0842A,,Q,,,JACOB RIIS PARK BAY,,0,408,D5,,BBBBBBB,ALL,ALL,BLK,0,2014,-,0,,,,,
1371936481,HLC7147,NY,PAS,06/16/2018,24,,HONDA,X,0,40404,40404,20190111,100,100,835,550,0835,0000,0842A,,Q,,,BAY 3 EMPOLYEE LOT A,,0,408,D5,,BBBBBBB,ALL,ALL,BLACK,0,2009,-,0,,,,,
1371941452,GZE7158,NY,PAS,06/17/2018,20,SUBN,LINCO,X,10100,10565,73480,20190505,69,69,835,264,0835,0000,0755P,,K,,,CANARSIE PIER,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0,2003,-,0,,,,,
1371942900,G96GND,NJ,PAS,06/07/2018,24,SUBN,AUDI,X,11310,0,0,0,122,122,835,686,0835,0000,1027P,,R,O,,GREAT KILLS PARK,BEACH HOUSE,0,408,D,,BBBBBBB,1000P,0500A,BLU,0,0,-,0,,,,,
1371956649,HHE20267,NY,PAS,06/17/2018,20,SDN,INFIN,X,194,40404,40404,20180626,100,100,835,164,0835,0000,1039A,1037A,Q,,,FORT TILDEN FISHERMA,,20180617,408,D5,,BBBBBBB,ALL,ALL,TAN,0,2001,-,0,,,,,
1371971900,HMJ5171,NY,PAS,06/18/2018,20,SDN,JEEP,X,205,35780,35780,20190212,100,100,838,264,0838,0000,0306A,,Q,,,RIIS PARK MAIN LOT,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0,2016,-,0,,,,,
1371972278,HCX4578,NY,PAS,06/05/2018,63,SDN,TOYOT,X,11310,0,0,20191112,122,122,835,120,0835,0000,1120P,,R,F,,GREAT KILLS PARK,BEACH HOUSE LOT,0,408,F3,,BBBBBBB,ALL,ALL,GRAY,0,2018,-,0,,,,,
1371972345,HVZ1177,NY,PAS,05/27/2018,63,SUBN,,X,39257,39270,39250,20191025,122,122,835,120,0835,0000,1038P,,R,F,,MILLER FIELD PARK,,0,408,F3,,BBBBBBB,ALL,ALL,WHITE,0,2017,-,0,,,,,
1371972850,GUP8962,NY,PAS,06/05/2018,63,SUBN,TOYOT,X,11310,39800,39735,20181209,122,122,835,120,0835,0000,1130P,,R,,,GREAT KILLS PARK,,0,408,F3,,BBBBBBB,ALL,ALL,BLACK,0,2013,-,0,,,,,
1371974779,HBY1416,NY,PAS,06/16/2018,27,SDN,TOYOT,X,0,40404,40404,20191230,63,63,835,550,0835,0000,0942A,,K,,,GATEWAY MARINA LOT,,0,408,F3,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1372703093,HAB1872,NY,PAS,07/11/2018,19,SDN,DODGE,E,49990,25840,25870,20180724,103,103,837,906079,0837,0000,0805P,,,F,198-19,HOLLIS AVE,,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1373233618,GVT3901,NY,PAS,07/13/2018,14,SDN,HONDA,P,34570,10810,10910,20181208,14,14,0,49500,PABT,0000,1145P,,NY,O,356,W 40 ST,,0,408,D3,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1373854832,HXR9294,NY,PAS,06/26/2018,21,SUBN,BMW,X,13430,17580,17630,20200319,60,60,985,100359,0985,0000,1230P,,K,O,4050,ATLANTIC AVE,,0,408,F1,,BYBBBBB,1130A,0100P,SILVE,0,2004,-,0,,,,,
1373878228,GWK4037,NY,PAS,06/30/2018,50,SDN,INFIN,P,27540,52120,21820,20190514,52,52,138,951051,0138,0000,1150P,,BX,F,50,E 196 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2007,-,0,,,,,
1375907440,GTC8645,NY,PAS,07/04/2018,46,SDN,NISSA,P,17860,40404,40404,20180810,44,44,44,949318,0044,0000,0738P,,BX,F,1064,CANAL PLACE,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2013,-,0,,,,,
1376912284,HXA8314,NY,PAS,06/03/2018,19,VAN,CHEVR,P,34610,11720,11110,20200314,10,10,136,940589,0136,0000,0335P,,NY,F,555,W 42 ST,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0,2003,-,0,,,,,
1379787580,HRS4333,NY,PAS,06/15/2018,62,SDN,TOYOT,X,48990,70635,13705,20190604,114,114,0,253755,0SOD,0000,1000A,,Q,F,18-31,HAZEN ST,,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,2017,-,0,,,,,
1379787622,HXM5690,NY,PAS,06/13/2018,62,SDN,LINCO,X,48990,70635,13705,20200415,114,114,0,253755,0SOD,0000,0230P,,Q,F,18-31,HAZEN ST,,0,408,D4,,BBBBBBB,ALL,ALL,GREY,0,2013,-,0,,,,,
1380865104,HJV7980,NY,PAS,06/26/2018,40,SDN,HONDA,P,36420,26700,26730,20181113,44,44,44,948804,0044,0000,1033P,,BX,F,1285,GRAND CONCOURSE,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2009,-,0,,,,,
1381581559,HBJ5980,NY,PAS,07/15/2018,20,SDN,HONDA,P,0,40404,40404,20191026,113,113,642,47763,0642,0000,0534P,,Q,F,,TERMINAL 4 JFKIA ARR,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,0,,,,,
1381974259,HXL2616,NY,PAS,06/10/2018,98,SUBN,KIA,P,34330,44830,55130,20180709,73,73,139,951046,0139,0000,1233P,,K,O,63,DUMONT AVE,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,2018,-,0,,,,,
1382877328,HME1619,NY,PAS,07/08/2018,63,SUBN,BUICK,P,49500,40404,40404,20181216,104,104,3,160677,0003,0000,0910P,,Q,,,HIGHLAND PL,,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1383337111,GYP2207,NY,PAS,07/12/2018,20,SUBN,LINCO,X,48990,97355,0,20190617,114,114,0,884515,0000,0000,1250P,,Q,O,1616,HAZEN ST,RIKERS ISLAND,0,408,C4,,BBBBBBB,ALL,ALL,WH,0,2012,-,0,,,,,
1383337123,HBX3285,NY,PAS,07/12/2018,98,SUBN,NISSA,X,48990,70635,13705,20191202,114,114,0,884515,0000,0000,0130P,,Q,O,1831,HAZEN ST,,0,408,D,,BBBBBBB,ALL,ALL,BR,0,2009,-,0,,,,,
1383337159,HLB4631,NY,PAS,07/12/2018,20,SDN,VOLKS,X,48990,97355,0,20181129,114,114,0,884515,0000,0000,0650P,,Q,O,1616,HAZEN ST,RIKERS ISLAND,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,
1383337160,HWX2501,NY,PAS,07/12/2018,20,SDN,LEXUS,X,48990,0,0,20200504,114,114,0,884515,0000,0000,0651P,,Q,O,1616,HAZEN ST,RIKENS ISLAND,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2018,-,0,,,,,
1383337172,GVD4223,NY,PAS,07/12/2018,51,SDN,HONDA,X,48990,97355,0,20190201,114,114,0,884515,0000,0000,0655P,,Q,O,1616,HAZEN ST,RIKERS ISLAND,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2009,-,0,,,,,
1383337184,GGA2358,NY,PAS,07/12/2018,20,SDN,HYUND,X,48990,97355,0,20190325,114,114,0,884515,0000,0000,0700P,,Q,O,1616,HAZEN ST,RIKERS ISLAND,0,408,E3,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1383346495,HWH4814,NY,PAS,07/02/2018,62,SDN,NISSA,X,48990,70635,13705,20191114,114,114,0,420637,0000,0000,1253P,,Q,,18-31,HAZEN ST,,0,408,M1,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1383346501,HZE2516,NY,PAS,07/02/2018,20,VOLK,VOLKS,X,48990,70635,13705,20200603,114,114,0,420637,0000,0000,1245P,,,,18-31,HAZEN ST,,0,408,D4,,BBBBBBB,ALL,ALL,SILVE,0,2004,-,0,,,,,
1383346513,JBG1460,NY,PAS,07/02/2018,20,SDN,HONDA,X,48990,70635,13705,20180803,114,114,0,420637,0000,0000,1246P,,Q,,18-31,HAZEN ST,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2018,-,0,,,,,
1383346537,HZE1930,NY,PAS,07/02/2018,62,SUV,TOYOT,X,48990,70635,13705,20200604,114,114,0,420637,0000,0000,0100P,,,O,18-31,HAZEN ST,,0,408,D4,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
1383346549,JAD8823,99,PAS,07/02/2018,62,SDN,,X,48990,70635,13705,0,114,114,0,420637,0000,0000,0103P,,Q,,18-31,HAZEN ST,,0,408,D4,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,0,,,,,
